"","序號","抽籤日期","證券名稱","證券代號","發行市場","申購開始日","申購結束日","承銷股數","實際承銷股數","承銷價(元)","實際承銷價(元)","撥券日期(上市、上櫃日期)","主辦券商","申購股數","總承銷金額(元)","總合格件","中籤率(%)","取消公開抽籤","Open","High","Low","ClosePrice","Volume","Adjusted","day"
"468",12,2020-12-21,"上洋","6728","初上櫃",2020-12-15,2020-12-17,636000,636000,43,43,2020-12-25,"台新",1000,27348000,164321,0.38,NA,60,60,59,59,22703,56.039429,"2020-12-15"
"469",13,2020-12-21,"智聯服務","6751","初上櫃",2020-12-15,2020-12-17,323000,323000,60,60,2020-12-25,"福邦",1000,19380000,269621,0.11,NA,109.5,111,106.5,111,12431,107.380432,"2020-12-15"
"470",14,2020-12-18,"西柏","3541","上櫃增資",2020-12-14,2020-12-16,425000,425000,45,45,2020-12-28,"日盛",1000,19125000,117901,0.36,NA,57.900002,57.900002,57.5,57.799999,101000,55.550991,"2020-12-14"
"471",17,2020-12-17,"祺驊","1593","上櫃增資",2020-12-11,2020-12-15,170000,170000,50,50,2020-12-25,"玉山",1000,8500000,111208,0.15,NA,62.099998,63.400002,60.200001,61.299999,299000,59.338444,"2020-12-11"
"472",18,2020-12-17,"逸達","6576","上櫃增資",2020-12-11,2020-12-15,1275000,1275000,88,88,2020-12-25,"元富",1000,112200000,24444,5.21,NA,91.900002,92.199997,90,90.5,636000,90.5,"2020-12-11"
"473",21,2020-12-16,"旭品","3325","上櫃增資",2020-12-10,2020-12-14,9e+05,9e+05,25,25,2020-12-24,"台新",1000,22500000,36372,2.47,NA,27.200001,27.549999,26.950001,27.1,1e+06,24.15435,"2020-12-10"
"474",23,2020-12-14,"達亞","6762","初上櫃",2020-12-08,2020-12-10,726000,726000,267.98,267.98,2020-12-18,"元富",1000,194553480,56384,1.28,NA,286.538452,286.538452,277.403839,282.211548,14281,274.397888,"2020-12-08"
"475",30,2020-12-10,"揚秦","2755","初上櫃",2020-12-04,2020-12-08,425000,425000,60,60,2020-12-16,"台新",1000,25500000,241316,0.17,NA,82.900002,83.099998,82.099998,82.599998,37660,82.599998,"2020-12-04"
"476",35,2020-12-04,"叡揚資訊","6752","初上櫃",2020-11-30,2020-12-02,5e+05,5e+05,56,56,2020-12-10,"群益金鼎",1000,2.8e+07,157662,0.31,NA,67.699997,68.400002,66.099998,67,42506,64.693275,"2020-11-30"
"477",36,2020-12-04,"優盛","4121","上櫃增資",2020-11-30,2020-12-02,510000,510000,15.6,15.6,2020-12-14,"凱基",1000,7956000,131313,0.38,NA,19.6,19.799999,19.450001,19.450001,730000,18.505489,"2020-11-30"
"478",41,2020-12-03,"泰金-KY","6629","第一上櫃公司現金增資",2020-11-27,2020-12-01,170000,170000,52,52,2020-12-11,"中國信託",1000,8840000,210863,0.08,NA,71.300003,71.599998,71,71.5,52000,67.237038,"2020-11-27"
"479",46,2020-11-25,"亞泰金屬","6727","初上櫃",2020-11-19,2020-11-23,666000,666000,52.8,52.8,2020-12-01,"華南永昌",1000,35164800,219902,0.3,NA,70.699997,70.699997,68.699997,69.400002,192015,69.400002,"2020-11-19"
"480",54,2020-11-16,"鈺創","5351","上櫃增資",2020-11-10,2020-11-12,4250000,4250000,14.6,14.6,2020-11-24,"第一金",1000,62050000,115567,3.67,NA,17.4,17.6,16.75,16.75,3505000,16.75,"2020-11-10"
"481",56,2020-11-16,"陞達科技","4945","初上櫃",2020-11-10,2020-11-12,681000,681000,38,38,2020-11-20,"國票",1000,25878000,290538,0.23,NA,61,62.900002,60.299999,61,187814,59.625202,"2020-11-10"
"482",57,2020-11-12,"高端疫苗","6547","上櫃增資",2020-11-06,2020-11-10,2040000,2040000,80,80,2020-11-20,"富邦",1000,163200000,96574,2.11,NA,86.5,87.300003,85.099998,85.199997,5380000,85.199997,"2020-11-06"
"483",64,2020-11-04,"新洲","3171","上櫃增資",2020-10-29,2020-11-02,638000,638000,20,20,2020-11-12,"永豐金",1000,12760000,76424,0.83,NA,23.200001,23.799999,23.15,23.549999,163000,21.838114,"2020-10-29"
"484",65,2020-10-27,"元大期","6023","上櫃增資",2020-10-21,2020-10-23,3400000,3400000,45.5,45.5,2020-11-04,"兆豐",1000,154700000,182448,1.86,NA,52.400002,52.799999,52.200001,52.400002,162000,49.567566,"2020-10-21"
"485",66,2020-10-26,"信紘科","6667","上櫃增資",2020-10-20,2020-10-22,357000,357000,47,47,2020-11-03,"台新",1000,16779000,147766,0.24,NA,57.099998,57.099998,55.700001,56,165000,54.716022,"2020-10-20"
"486",67,2020-10-26,"意德士","7556","初上櫃",2020-10-20,2020-10-22,527000,527000,88,88,2020-10-30,"永豐金",1000,46376000,333183,0.15,NA,145.14563,147.087372,141.747574,145.631073,61326,143.006073,"2020-10-20"
"487",70,2020-10-14,"軒郁","6703","初上櫃",2020-10-07,2020-10-12,757000,757000,96.9,96.9,2020-10-20,"富邦",1000,73353300,323160,0.23,NA,152,154.5,146.5,148,247192,137.780945,"2020-10-07"
"488",78,2020-10-07,"晶焱","6411","上櫃增資",2020-09-29,2020-10-05,880000,880000,72,72,2020-10-16,"第一金",1000,63360000,86689,1.01,NA,80.199997,80.300003,79.300003,79.5,248000,76.817757,"2020-09-29"
"489",87,2020-09-17,"康全電訊","8089","初上櫃",2020-09-11,2020-09-15,1750000,1750000,45.24,45.24,2020-09-23,"統一",1000,79170000,606572,0.28,NA,80.199997,97.699997,78.900002,97.699997,8093311,90.613693,"2020-09-11"
"490",93,2020-09-11,"亞洲藏壽司","2754","初上櫃",2020-09-07,2020-09-09,1579000,1579000,55,55,2020-09-17,"元大",1000,86845000,511179,0.3,NA,95.5,102.5,95.5,102.5,66277,101.81662,"2020-09-07"
"491",94,2020-09-09,"生華科","6492","上櫃增資",2020-09-03,2020-09-07,1275000,1275000,120,120,2020-09-17,"元大",1000,1.53e+08,382686,0.33,NA,175,191,168,191,3562000,191,"2020-09-03"
"492",96,2020-08-28,"寬宏藝術","6596","上櫃增資",2020-08-24,2020-08-26,185000,185000,45,45,2020-09-07,"福邦",1000,8325000,28854,0.64,NA,49,49,48.5,48.700001,42000,44.664089,"2020-08-24"
"493",99,2020-08-20,"優群","3217","上櫃增資",2020-08-14,2020-08-18,680000,680000,92,92,2020-08-28,"台新",1000,62560000,174657,0.38,NA,112,123,112,123,3546000,116.766518,"2020-08-14"
"494",101,2020-08-20,"新潤","6186","上櫃增資",2020-08-14,2020-08-18,2550000,2550000,24.5,24.5,2020-08-28,"合庫",1000,62475000,70778,3.6,NA,26.9,26.950001,26.65,26.85,511000,26.85,"2020-08-14"
"495",108,2020-08-04,"藥華藥","6446","上櫃增資",2020-07-29,2020-07-31,1870000,1870000,102,102,2020-08-12,"元富",1000,190740000,91403,2.04,NA,114.5,122,113.5,114,1655000,114,"2020-07-29"
"496",110,2020-07-30,"立凱-KY","5227","第一上櫃公司現金增資",2020-07-24,2020-07-28,2550000,2550000,11.6,11.6,2020-08-07,"第一金",1000,29580000,122587,2.08,NA,29.276241,29.363115,27.191286,27.191286,838003,27.191286,"2020-07-24"
"497",111,2020-07-28,"上揚","6222","上櫃增資",2020-07-22,2020-07-24,510000,510000,10,10,2020-08-05,"台中銀",1000,5100000,177114,0.28,NA,15.8,15.8,15.5,15.8,264000,15.8,"2020-07-22"
"498",118,2020-07-06,"皇龍","3512","上櫃增資",2020-06-30,2020-07-02,1170000,1170000,24,24,2020-07-14,"台新",1000,28080000,186470,0.62,NA,33,33.599998,32,32.349998,1070000,30.389393,"2020-06-30"
"499",119,2020-06-23,"台微體","4152","上櫃增資",2020-06-17,2020-06-19,945000,945000,68,68,2020-07-03,"永豐金",1000,64260000,182978,0.51,NA,77,79.900002,77,79.900002,3193000,79.900002,"2020-06-17"
"500",120,2020-06-23,"東典","6588","初上櫃",2020-06-17,2020-06-19,782000,782000,68,68,2020-07-01,"元富",1000,53176000,405958,0.19,NA,77.300003,77.300003,77.300003,77.300003,0,74.578171,"2020-06-17"
"501",130,2020-06-02,"昇佳電子","6732","初上櫃",2020-05-27,2020-05-29,736000,736000,498,498,2020-06-08,"兆豐",1000,366528000,321023,0.22,NA,492.935303,492.935303,492.935303,492.935303,0,466.315765,"2020-05-27"
"502",133,2020-05-12,"三竹","8284","初上櫃",2020-05-06,2020-05-08,1227000,1227000,45,45,2020-05-18,"兆豐",1000,55215000,275300,0.44,NA,67.5,67.5,67.5,67.5,0,67.5,"2020-05-06"
"503",137,2020-05-07,"日揚","6208","上櫃增資",2020-04-30,2020-05-05,425000,425000,20,20,2020-05-15,"凱基",1000,8500000,96347,0.44,NA,24.5,24.65,24.4,24.5,193000,23.370106,"2020-04-30"
"504",141,2020-05-07,"台康生技","6589","上櫃增資",2020-04-30,2020-05-05,3150000,3150000,29,29,2020-05-15,"元大",1000,91350000,328052,0.96,NA,46.650002,48,45.150002,46.299999,6353000,46.299999,"2020-04-30"
"505",143,2020-05-05,"久裕","4173","上櫃增資",2020-04-28,2020-04-30,2550000,2550000,15,15,2020-05-13,"合庫",1000,38250000,132582,1.92,NA,19.4,19.4,19.1,19.200001,781000,18.2243,"2020-04-28"
"506",154,2020-03-23,"百德","4563","上櫃增資",2020-03-17,2020-03-19,850000,850000,40,40,2020-03-31,"台新",1000,3.4e+07,312,100,NA,38.400002,39.099998,37.799999,37.799999,105000,37.799999,"2020-03-17"
"507",158,2020-03-23,"應廣","6716","初上櫃",2020-03-17,2020-03-19,422000,422000,42,42,2020-03-27,"兆豐",1000,17724000,12660,3.33,NA,48.049999,48.049999,46,47.98,20300,45.568874,"2020-03-17"
"508",161,2020-03-20,"元大期","6023","上櫃增資",2020-03-16,2020-03-18,1505000,1505000,48,48,2020-03-30,"合庫",1000,72240000,1681,89.53,NA,48.312405,48.705189,47.870522,48.214207,300419,43.117489,"2020-03-16"
"509",163,2020-03-09,"宏捷科","8086","上櫃增資",2020-03-03,2020-03-05,850000,850000,75,75,2020-03-17,"富邦",1000,63750000,199580,0.42,NA,97.300003,97.300003,95.5,95.699997,6165000,92.490692,"2020-03-03"
"510",169,2020-03-03,"山富","2743","初上櫃",2020-02-25,2020-02-27,886000,886000,12.5,12.5,2020-03-09,"福邦",1000,11075000,81285,1.08,NA,17,17,16.450001,16.450001,31000,15.584211,"2020-02-25"
"511",170,2020-03-03,"映興電子","3597","初上櫃",2020-02-25,2020-02-27,1054000,1054000,15.49,15.49,2020-03-09,"華南永昌",1000,16326460,85062,1.23,NA,20.02,20.02,19.4,19.49,74215,17.785814,"2020-02-25"
"512",172,2020-02-25,"力致","3483","上櫃增資",2020-02-19,2020-02-21,340000,340000,40,40,2020-03-05,"永豐金",1000,13600000,149828,0.22,NA,52.43187,52.705902,51.792458,51.975147,472933,51.69659,"2020-02-19"
"513",179,2020-02-11,"保瑞","6472","上櫃增資",2020-02-05,2020-02-07,187000,187000,120,120,2020-02-19,"台新",1000,22440000,109297,0.17,NA,117.692307,118.46154,115,116.923073,531700,115.613014,"2020-02-05"
"514",180,2020-02-06,"士開","5324","上櫃增資",2020-01-31,2020-02-04,2550000,2550000,9.5,9.5,2020-02-14,"元富",3000,24225000,952,89.28,NA,9.5,9.5,9.48,9.49,153302,9.49,"2020-01-31"
"515",182,2020-01-16,"高端疫苗","6547","上櫃增資",2020-01-10,2020-01-14,2690000,2690000,26,26,2020-02-04,"永豐金",1000,69940000,91889,2.92,NA,28.9,29.299999,28.799999,28.950001,145000,28.950001,"2020-01-10"
"516",188,2020-01-10,"尚凡","5278","上櫃增資",2020-01-06,2020-01-08,77000,77000,106,106,2020-01-20,"台新",1000,8162000,113925,0.06,NA,130.5,132,129,130.5,38000,115.449776,"2020-01-06"
"517",190,2020-01-08,"捷迅","2643","上櫃增資",2020-01-02,2020-01-06,321000,321000,35,35,2020-01-16,"群益金鼎",1000,11235000,93354,0.34,NA,40.400002,40.650002,40.200001,40.299999,1e+05,36.965546,"2020-01-02"
"518",192,2020-01-08,"醣聯","4168","上櫃增資",2020-01-02,2020-01-06,425000,425000,20,20,2020-01-16,"台新",1000,8500000,5503,7.72,NA,20.5,20.700001,20.450001,20.549999,224000,20.549999,"2020-01-02"
"519",21,2021-09-06,"鑫聯大投控","3709","上櫃增資",2021-08-31,2021-09-02,1785000,1785000,21,21,2021-09-14,"元大",1000,37485000,151514,1.17,NA,26.450001,26.450001,26.15,26.200001,82000,26.200001,"2021-08-31"
"520",23,2021-09-01,"桓鼎-KY","5543","第一上櫃公司現金增資",2021-08-26,2021-08-30,128000,128000,58,58,2021-09-09,"國票",1000,7424000,20285,0.63,NA,60.900002,61.200001,60.5,61.200001,13000,61.200001,"2021-08-26"
"521",26,2021-08-30,"高技","5439","上櫃增資",2021-08-24,2021-08-26,595000,595000,55,55,2021-09-07,"凱基",1000,32725000,102275,0.58,NA,64,64.900002,63.200001,63.400002,590000,63.400002,"2021-08-24"
"522",28,2021-08-27,"展匯科","6594","上櫃增資",2021-08-23,2021-08-25,638000,638000,32.8,32.8,2021-09-06,"福邦",1000,20926400,112226,0.56,NA,40.200001,41.799999,40.049999,40.799999,336000,40.799999,"2021-08-23"
"523",29,2021-08-25,"大綜","3147","上櫃增資",2021-08-19,2021-08-23,425000,425000,47,47,2021-09-02,"國票",1000,19975000,62056,0.68,NA,53.099998,53.700001,51.599998,51.799999,187000,51.799999,"2021-08-19"
"524",30,2021-08-24,"映興","3597","上櫃增資",2021-08-18,2021-08-20,340000,340000,22,22,2021-09-01,"德信",1000,7480000,90174,0.37,NA,26.4,28.25,26.4,28,257000,28,"2021-08-18"
"525",31,2021-08-23,"易通展","6241","上櫃增資",2021-08-17,2021-08-19,850000,850000,16,16,2021-08-31,"兆豐",1000,13600000,42323,2,NA,18.5,18.5,18.5,18.5,0,18.5,"2021-08-17"
"526",32,2021-08-23,"沛波","6248","上櫃增資",2021-08-17,2021-08-19,1275000,1275000,19,19,2021-08-31,"國票",1000,24225000,34870,3.65,NA,20.9,20.9,20.9,20.9,0,20.9,"2021-08-17"
"527",49,2021-08-13,"錦明","3230","上櫃增資",2021-08-09,2021-08-11,1020000,1020000,15,15,2021-08-23,"元富",2000,15300000,57605,0.88,NA,17.1,17.35,16.85,17,338000,17,"2021-08-09"
"528",50,2021-08-12,"漢磊","3707","上櫃增資",2021-08-06,2021-08-10,510000,510000,63.9,63.9,2021-08-20,"凱基",1000,32589000,349716,0.14,NA,111,111.5,105,106,17434000,106,"2021-08-06"
"529",57,2021-08-03,"瑞基","4171","上櫃增資",2021-07-28,2021-07-30,621000,621000,120,120,2021-08-11,"富邦",1000,74520000,10950,5.67,NA,124,124,120.5,121,423000,121,"2021-07-28"
"530",60,2021-07-28,"博大","8109","上櫃增資",2021-07-22,2021-07-26,425000,425000,58,58,2021-08-05,"凱基",1000,24650000,181147,0.23,NA,75.300003,81.699997,75.300003,80,817000,80,"2021-07-22"
"531",61,2021-07-27,"正德","2641","上櫃增資",2021-07-21,2021-07-23,3062000,3062000,28,28,2021-08-04,"大展",1000,85736000,66473,4.6,NA,33.299999,34.200001,29.299999,29.799999,14757000,29.799999,"2021-07-21"
"532",69,2021-07-21,"常珵","8097","上櫃增資",2021-07-15,2021-07-19,680000,680000,17,17,2021-07-29,"富邦",1000,11560000,227719,0.29,NA,30.4,30.4,28.9,29.799999,330000,29.799999,"2021-07-15"
"533",70,2021-07-20,"商之器","8409","上櫃增資",2021-07-14,2021-07-16,340000,340000,14.5,14.5,2021-07-28,"華南永昌",1000,4930000,165523,0.2,NA,23,23,20.75,20.950001,677000,20.950001,"2021-07-14"
"534",72,2021-07-08,"鈦昇","8027","上櫃增資",2021-07-02,2021-07-06,850000,850000,66,66,2021-07-16,"合庫",1000,56100000,26518,3.2,NA,67.199997,68.300003,66.300003,67.900002,772000,67.900002,"2021-07-02"
"535",79,2021-06-16,"福邦證","6026","上櫃增資",2021-06-09,2021-06-11,3500000,3500000,13.5,13.5,2021-06-24,"台中銀",1000,47250000,107280,3.26,NA,16.011398,16.011398,14.685011,15.063979,8020729,14.933558,"2021-06-09"
"536",85,2021-06-01,"宏大","8932","上櫃增資",2021-05-26,2021-05-28,1012000,1012000,18,18,2021-06-09,"統一",1000,18216000,11806,8.57,NA,19,19,18.799999,18.9,111000,18.9,"2021-05-26"
"537",94,2021-05-12,"天宇","8171","上櫃增資",2021-05-06,2021-05-10,680000,680000,45,45,2021-05-20,"富邦",1000,30600000,218996,0.31,NA,62.200001,65.900002,62.200001,64.699997,2573000,64.699997,"2021-05-06"
"538",95,2021-05-11,"晟楠","3631","上櫃增資",2021-05-05,2021-05-07,171000,171000,50,50,2021-05-19,"國票",1000,8550000,22851,0.74,NA,53,53.799999,52.299999,52.900002,88000,52.900002,"2021-05-05"
"539",97,2021-05-06,"台康生技","6589","上櫃增資",2021-04-29,2021-05-04,2975000,2975000,91.5,91.5,2021-05-14,"元大",1000,272212500,345908,0.86,NA,139.5,143,137.5,141.5,2686000,141.5,"2021-04-29"
"540",104,2021-04-21,"臺慶科","3357","初上櫃",2021-04-15,2021-04-19,2420000,2420000,118.78,118.78,2021-04-27,"第一金",1000,287447600,408632,0.59,NA,206,213,206,211,1719319,205.345749,"2021-04-15"
"541",105,2021-04-21,"愛地雅","8933","上櫃增資",2021-04-15,2021-04-19,4250000,4250000,10.2,10.2,2021-04-29,"台新",1000,43350000,330847,1.28,NA,16.4,16.4,16,16.049999,5387000,16.049999,"2021-04-15"
"542",124,2021-03-09,"凱鈺","5468","上櫃增資",2021-03-03,2021-03-05,680000,680000,10,10,2021-03-17,"台新",1000,6800000,286608,0.23,NA,21.35,23.299999,21.35,23.299999,351000,23.299999,"2021-03-03"
"543",125,2021-03-08,"永昕","4726","上櫃增資",2021-03-02,2021-03-04,2125000,2125000,30.5,30.5,2021-03-16,"元富",1000,64812500,118202,1.79,NA,36,36.099998,34.599998,34.650002,691000,34.650002,"2021-03-02"
"544",138,2021-01-28,"晶悅","2718","上櫃增資",2021-01-22,2021-01-26,2550000,2550000,17,17,2021-02-05,"兆豐",1000,43350000,121842,2.09,NA,21.6,21.6,21.6,21.6,5000,21.6,"2021-01-22"
"545",146,2021-01-26,"全宇昕","6651","初上櫃",2021-01-20,2021-01-22,1190000,1190000,50.6,50.6,2021-02-01,"玉山",1000,60214000,217559,0.54,NA,72.599998,74,71.199997,73.800003,92963,72.096924,"2021-01-20"
"546",147,2021-01-25,"光洋科","1785","上櫃增資",2021-01-19,2021-01-21,7948000,7948000,36,36,2021-02-02,"凱基",1000,286128000,299901,2.65,NA,50.099998,51,49,50,20922000,48.748695,"2021-01-19"
"547",148,2021-01-22,"博晟生醫","6733","初上櫃",2021-01-18,2021-01-20,3033000,3033000,28,28,2021-01-28,"元大",1000,84924000,189217,1.6,NA,36.299999,36.950001,35.849998,36.950001,155381,36.950001,"2021-01-18"
"548",149,2021-01-21,"威健生技","6661","初上櫃",2021-01-15,2021-01-19,819000,819000,26,26,2021-01-27,"兆豐",1000,21294000,152489,0.53,NA,33.599998,34.099998,33.200001,34,19101,32.657303,"2021-01-15"
"549",151,2021-01-19,"家登","3680","上櫃增資",2021-01-13,2021-01-15,646000,646000,236,236,2021-01-27,"統一",1000,152456000,145101,0.44,NA,278.5,291.5,278.5,291.5,3040000,286.531433,"2021-01-13"
"550",152,2021-01-19,"台微醫","6767","初上櫃",2021-01-13,2021-01-15,808000,808000,30,30,2021-01-25,"凱基",1000,24240000,168666,0.47,NA,40,40.299999,39,40,156387,40,"2021-01-13"
"551",153,2021-01-15,"久陽","5011","上櫃增資",2021-01-11,2021-01-13,1700000,1700000,32.5,32.5,2021-01-25,"兆豐",1000,55250000,148136,1.14,NA,41,41.099998,39.5,39.700001,1308000,39.700001,"2021-01-11"
"552",155,2021-01-13,"亨泰光","6747","初上櫃",2021-01-07,2021-01-11,452000,452000,100,100,2021-01-19,"永豐金",1000,45200000,208186,0.21,NA,143.5,149.5,143,149.5,61047,146.456573,"2021-01-07"
"553",164,2021-01-04,"長聖","6712","初上櫃",2020-12-28,2020-12-30,1105000,1105000,138,138,2021-01-08,"元富",1000,152490000,202779,0.54,NA,175.5,178,174,175.5,169948,175.5,"2020-12-28"
